text,aspects,aspect_sentiment_pairs,aspect_opinion_pairs,triplets
Giao hàng trước dự kiến 1 ngày nhưng tính ra cũng hơi lâu.,['Giao hàng'],"[('Giao hàng', 'NEU')]","[('Giao hàng', 'trước dự kiến 1 ngày nhưng tính ra cũng hơi lâu.')]","[('Giao hàng', 'trước dự kiến 1 ngày nhưng tính ra cũng hơi lâu.', 'NEU')]"
"sổ nhỏ gọn,",['sổ'],"[('sổ', 'POS')]","[('sổ', 'nhỏ gọn,')]","[('sổ', 'nhỏ gọn,', 'POS')]"
"thiết kế đẹp mắt,",['thiết kế'],"[('thiết kế', 'POS')]","[('thiết kế', 'đẹp mắt,')]","[('thiết kế', 'đẹp mắt,', 'POS')]"
chất liệu giấy khá tốt,['chất liệu giấy'],"[('chất liệu giấy', 'POS')]","[('chất liệu giấy', 'khá tốt')]","[('chất liệu giấy', 'khá tốt', 'POS')]"
"bìa đẹp,",['bìa'],"[('bìa', 'POS')]","[('bìa', 'đẹp,')]","[('bìa', 'đẹp,', 'POS')]"
giao hàng nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
review về cuốn sách thì thấy khá hay,['review'],"[('review', 'POS')]","[('review', 'khá hay')]","[('review', 'khá hay', 'POS')]"
(sách bị cong...),['(sách'],"[('(sách', 'NEG')]","[('(sách', 'bị cong...)')]","[('(sách', 'bị cong...)', 'NEG')]"
không có phần ghi chú để khách hàng chọn giỏ màu xanh cho bé trai,['phần ghi chú'],"[('phần ghi chú', 'NEG')]","[('phần ghi chú', 'không có')]","[('phần ghi chú', 'không có', 'NEG')]"
"khi nhận được hàng lại là giỏ màu hồng,",['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'nhận được hàng lại là giỏ màu hồng,')]","[('<IA>', 'nhận được hàng lại là giỏ màu hồng,', 'NEG')]"
nhưng tất cả đều ok hết,['tất cả'],"[('tất cả', 'POS')]","[('tất cả', 'ok hết')]","[('tất cả', 'ok hết', 'POS')]"
chỉ cái giỏ khác màu mình muốn thôi,['cái giỏ'],"[('cái giỏ', 'NEG')]","[('cái giỏ', 'khác màu mình muốn')]","[('cái giỏ', 'khác màu mình muốn', 'NEG')]"
Phải nói cực hiệu quả,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'cực hiệu quả')]","[('<IA>', 'cực hiệu quả', 'POS')]"
sau mấy tháng dùng đã không còn thấy nổi mụn nhiều như trước,['dùng'],"[('dùng', 'POS')]","[('dùng', 'không còn thấy nổi mụn')]","[('dùng', 'không còn thấy nổi mụn', 'POS')]"
làm ra mình mịn màng.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'làm ra mình mịn màng.')]","[('<IA>', 'làm ra mình mịn màng.', 'POS')]"
tiện,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'tiện')]","[('<IA>', 'tiện', 'POS')]"
rẻ,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'rẻ')]","[('<IA>', 'rẻ', 'POS')]"
tiết kiệm tiền,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'tiết kiệm tiền')]","[('<IA>', 'tiết kiệm tiền', 'POS')]"
chất lượng rất tót,['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'rất tót')]","[('chất lượng', 'rất tót', 'POS')]"
in bìa rất đẹp,['in bìa'],"[('in bìa', 'POS')]","[('in bìa', 'rất đẹp')]","[('in bìa', 'rất đẹp', 'POS')]"
sản phẩm không bị rách mới,['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'không bị rách mới')]","[('sản phẩm', 'không bị rách mới', 'POS')]"
"khá mượt,",[],[],[],[]
máy khá nhẹ,['máy'],"[('máy', 'POS')]","[('máy', 'khá nhẹ')]","[('máy', 'khá nhẹ', 'POS')]"
"dùng ít mỏi tay,",['dùng'],"[('dùng', 'POS')]","[('dùng', 'ít mỏi tay,')]","[('dùng', 'ít mỏi tay,', 'POS')]"
pin dùng 7h còn 10%,['pin'],"[('pin', 'POS')]","[('pin', 'dùng 7h còn 10%')]","[('pin', 'dùng 7h còn 10%', 'POS')]"
máy giá rẻ,['máy'],"[('máy', 'POS')]","[('máy', 'giá rẻ')]","[('máy', 'giá rẻ', 'POS')]"
khá là chất lượng.,[],[],[],[]
"Chất lượng vải không được như mong đợi,",['Chất lượng vải'],"[('Chất lượng vải', 'NEG')]","[('Chất lượng vải', 'không được như mong đợi,')]","[('Chất lượng vải', 'không được như mong đợi,', 'NEG')]"
tuyết bị rụng nhiều.,['tuyết'],"[('tuyết', 'NEG')]","[('tuyết', 'bị rụng nhiều.')]","[('tuyết', 'bị rụng nhiều.', 'NEG')]"
Giá thành cạnh tranh,['Giá thành'],"[('Giá thành', 'POS')]","[('Giá thành', 'cạnh tranh')]","[('Giá thành', 'cạnh tranh', 'POS')]"
sản phẩm đúng mẫu.,['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'đúng mẫu.')]","[('sản phẩm', 'đúng mẫu.', 'POS')]"
"shipper vui tính,",['shipper'],"[('shipper', 'POS')]","[('shipper', 'vui tính,')]","[('shipper', 'vui tính,', 'POS')]"
giao hàng nhanh.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh.')]","[('giao hàng', 'nhanh.', 'POS')]"
"Mụn cóc đã bay sau 1 tuần sử dụng,","['sử dụng,']","[('sử dụng,', 'POS')]","[('sử dụng,', 'Mụn cóc đã bay')]","[('sử dụng,', 'Mụn cóc đã bay', 'POS')]"
lúc sử dụng hơi rát da,['sử dụng'],"[('sử dụng', 'NEG')]","[('sử dụng', 'hơi rát da')]","[('sử dụng', 'hơi rát da', 'NEG')]"
"Dễ dàng lắp đặt,","['lắp đặt,']","[('lắp đặt,', 'POS')]","[('lắp đặt,', 'Dễ dàng')]","[('lắp đặt,', 'Dễ dàng', 'POS')]"
nắp dễ bị kẹt,['nắp'],"[('nắp', 'NEG')]","[('nắp', 'dễ bị kẹt')]","[('nắp', 'dễ bị kẹt', 'NEG')]"
"Main hơi mỏng manh,",['Main'],"[('Main', 'NEG')]","[('Main', 'hơi mỏng manh,')]","[('Main', 'hơi mỏng manh,', 'NEG')]"
không biết dùng có bền không,['dùng'],"[('dùng', 'NEG')]","[('dùng', 'không biết dùng có bền không')]","[('dùng', 'không biết dùng có bền không', 'NEG')]"
"Thiết kế nhỏ gọn, đẹp mắt.",['Thiết kế'],"[('Thiết kế', 'POS')]","[('Thiết kế', 'nhỏ gọn, đẹp mắt.')]","[('Thiết kế', 'nhỏ gọn, đẹp mắt.', 'POS')]"
"Phím bấm vuông, nẩy và gõ rất thích tay.","['Phím bấm', 'gõ']","[('Phím bấm', 'POS'), ('gõ', 'POS')]","[('Phím bấm', 'nẩy và gõ rất thích tay.'), ('gõ', 'nẩy và gõ rất thích tay.')]","[('Phím bấm', 'nẩy và gõ rất thích tay.', 'POS'), ('gõ', 'nẩy và gõ rất thích tay.', 'POS')]"
về phần tiki giao hàng khá ổn.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'khá ổn.')]","[('giao hàng', 'khá ổn.', 'POS')]"
giao nhanh,['giao'],"[('giao', 'POS')]","[('giao', 'nhanh')]","[('giao', 'nhanh', 'POS')]"
"Sách thì viết hơi lan man,",['Sách thì viết'],"[('Sách thì viết', 'NEG')]","[('Sách thì viết', 'hơi lan man,')]","[('Sách thì viết', 'hơi lan man,', 'NEG')]"
Hàng chính hãng,['Hàng'],"[('Hàng', 'POS')]","[('Hàng', 'chính hãng')]","[('Hàng', 'chính hãng', 'POS')]"
"bên nguyên vũ Store cũng rất chuyên nghiệp,",['nguyên vũ Store'],"[('nguyên vũ Store', 'POS')]","[('nguyên vũ Store', 'rất chuyên nghiệp,')]","[('nguyên vũ Store', 'rất chuyên nghiệp,', 'POS')]"
dùng sản phẩm ok,['dùng'],"[('dùng', 'POS')]","[('dùng', 'ok')]","[('dùng', 'ok', 'POS')]"
Phiền lòng nhâdt là từ khi đặt hàng đến lúc giao sản phẩm rất lâu,['giao'],"[('giao', 'NEG')]","[('giao', 'rất lâu')]","[('giao', 'rất lâu', 'NEG')]"
Giá cả hợp lý,['Giá cả'],"[('Giá cả', 'POS')]","[('Giá cả', 'hợp lý')]","[('Giá cả', 'hợp lý', 'POS')]"
Giao hàng nhanh,['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh')]","[('Giao hàng', 'nhanh', 'POS')]"
đóng gói rất kỹ càng,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'rất kỹ càng')]","[('đóng gói', 'rất kỹ càng', 'POS')]"
chống sốc chống va đập mấy lớp,[],[],[],[]
ghi kèm hàng dễ vỡ bên ngoài,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'ghi kèm hàng dễ vỡ bên ngoài')]","[('<IA>', 'ghi kèm hàng dễ vỡ bên ngoài', 'POS')]"
Sản phẩm đẹp,['Sản phẩm'],"[('Sản phẩm', 'POS')]","[('Sản phẩm', 'đẹp')]","[('Sản phẩm', 'đẹp', 'POS')]"
"Nấu nhanh,",['Nấu'],"[('Nấu', 'POS')]","[('Nấu', 'nhanh,')]","[('Nấu', 'nhanh,', 'POS')]"
độ bền thì chưa biết thế nào thui,['độ bền'],"[('độ bền', 'NEU')]","[('độ bền', 'chưa biết thế nào')]","[('độ bền', 'chưa biết thế nào', 'NEU')]"
Tốt,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'Tốt')]","[('<IA>', 'Tốt', 'POS')]"
"Hàng chắc chắn,",['Hàng'],"[('Hàng', 'POS')]","[('Hàng', 'chắc chắn,')]","[('Hàng', 'chắc chắn,', 'POS')]"
"nước sơn đẹp,",['nước sơn'],"[('nước sơn', 'POS')]","[('nước sơn', 'đẹp,')]","[('nước sơn', 'đẹp,', 'POS')]"
tương đối chắc chắn.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'tương đối chắc chắn.')]","[('<IA>', 'tương đối chắc chắn.', 'POS')]"
"Các cạnh, chỗ hàn đều đc dũa cho hết sần sùi, sắc,","['Các cạnh,', 'chỗ hàn']","[('Các cạnh,', 'POS'), ('chỗ hàn', 'POS')]","[('Các cạnh,', 'đều đc dũa cho hết sần sùi, sắc,'), ('chỗ hàn', 'đều đc dũa cho hết sần sùi, sắc,')]","[('Các cạnh,', 'đều đc dũa cho hết sần sùi, sắc,', 'POS'), ('chỗ hàn', 'đều đc dũa cho hết sần sùi, sắc,', 'POS')]"
"Chốt nhựa khá chắc chắn,",['Chốt nhựa'],"[('Chốt nhựa', 'POS')]","[('Chốt nhựa', 'khá chắc chắn,')]","[('Chốt nhựa', 'khá chắc chắn,', 'POS')]"
độ bền của chốt nhựa chưa đánh giá đc.,['độ bền của chốt nhựa'],"[('độ bền của chốt nhựa', 'NEU')]","[('độ bền của chốt nhựa', 'chưa đánh giá đc.')]","[('độ bền của chốt nhựa', 'chưa đánh giá đc.', 'NEU')]"
xài được thời gian ngắn thì bị nước thắm xuống ron làm cho bo mạch bị chạm điện và hư luôn đèn,"['xài', 'ron', 'bo mạch', 'đèn']","[('xài', 'NEG'), ('ron', 'NEG'), ('bo mạch', 'NEG'), ('đèn', 'NEG')]","[('xài', 'được thời gian ngắn thì bị nước thắm xuống ron làm cho bo mạch bị chạm điện và hư luôn'), ('ron', 'được thời gian ngắn thì bị nước thắm xuống ron làm cho bo mạch bị chạm điện và hư luôn'), ('bo mạch', 'được thời gian ngắn thì bị nước thắm xuống ron làm cho bo mạch bị chạm điện và hư luôn'), ('đèn', 'được thời gian ngắn thì bị nước thắm xuống ron làm cho bo mạch bị chạm điện và hư luôn')]","[('xài', 'được thời gian ngắn thì bị nước thắm xuống ron làm cho bo mạch bị chạm điện và hư luôn', 'NEG'), ('ron', 'được thời gian ngắn thì bị nước thắm xuống ron làm cho bo mạch bị chạm điện và hư luôn', 'NEG'), ('bo mạch', 'được thời gian ngắn thì bị nước thắm xuống ron làm cho bo mạch bị chạm điện và hư luôn', 'NEG'), ('đèn', 'được thời gian ngắn thì bị nước thắm xuống ron làm cho bo mạch bị chạm điện và hư luôn', 'NEG')]"
"Sách hay,",['Sách'],"[('Sách', 'POS')]","[('Sách', 'hay,')]","[('Sách', 'hay,', 'POS')]"
ngôn từ chọn lọc.,['ngôn từ'],"[('ngôn từ', 'POS')]","[('ngôn từ', 'chọn lọc.')]","[('ngôn từ', 'chọn lọc.', 'POS')]"
Chất lượng giấy và chất lượng in tốt.,['Chất lượng giấy và chất lượng in'],"[('Chất lượng giấy và chất lượng in', 'POS')]","[('Chất lượng giấy và chất lượng in', 'tốt.')]","[('Chất lượng giấy và chất lượng in', 'tốt.', 'POS')]"
Trình bày đẹp.,['Trình bày'],"[('Trình bày', 'POS')]","[('Trình bày', 'đẹp.')]","[('Trình bày', 'đẹp.', 'POS')]"
"bao gói sản phẩm đẹp,",['bao gói sản phẩm'],"[('bao gói sản phẩm', 'POS')]","[('bao gói sản phẩm', 'đẹp,')]","[('bao gói sản phẩm', 'đẹp,', 'POS')]"
giao hàng nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
ko để tên sp,['tên sp'],"[('tên sp', 'POS')]","[('tên sp', 'ko để')]","[('tên sp', 'ko để', 'POS')]"
Đôi giày rất đẹp,['Đôi giày'],"[('Đôi giày', 'POS')]","[('Đôi giày', 'rất đẹp')]","[('Đôi giày', 'rất đẹp', 'POS')]"
😍Rất tốt,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', '😍Rất tốt')]","[('<IA>', '😍Rất tốt', 'POS')]"
Đôi giày trên cả tuyệt vời,['Đôi giày'],"[('Đôi giày', 'POS')]","[('Đôi giày', 'trên cả tuyệt vời')]","[('Đôi giày', 'trên cả tuyệt vời', 'POS')]"
"Sản phẩm có chất lượng hoàn thiện tốt,",['chất lượng hoàn thiện'],"[('chất lượng hoàn thiện', 'POS')]","[('chất lượng hoàn thiện', 'tốt,')]","[('chất lượng hoàn thiện', 'tốt,', 'POS')]"
"gọn nhẹ,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'gọn nhẹ,')]","[('<IA>', 'gọn nhẹ,', 'POS')]"
"kết nối nhanh,",['kết nối'],"[('kết nối', 'POS')]","[('kết nối', 'nhanh,')]","[('kết nối', 'nhanh,', 'POS')]"
dễ dùng.,['dùng.'],"[('dùng.', 'POS')]","[('dùng.', 'dễ')]","[('dùng.', 'dễ', 'POS')]"
kích thước khá nhỏ,['kích thước'],"[('kích thước', 'NEU')]","[('kích thước', 'khá nhỏ')]","[('kích thước', 'khá nhỏ', 'NEU')]"
shop tư vẫn và hỗ trợ nhiệt tình.,"['tư vẫn', 'hỗ trợ']","[('tư vẫn', 'POS'), ('hỗ trợ', 'POS')]","[('tư vẫn', 'nhiệt tình.'), ('hỗ trợ', 'nhiệt tình.')]","[('tư vẫn', 'nhiệt tình.', 'POS'), ('hỗ trợ', 'nhiệt tình.', 'POS')]"
sản phẩm như mô tả.,['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'như mô tả.')]","[('sản phẩm', 'như mô tả.', 'POS')]"
Bàn mẫu mã đẹp,['Bàn mẫu mã'],"[('Bàn mẫu mã', 'POS')]","[('Bàn mẫu mã', 'đẹp')]","[('Bàn mẫu mã', 'đẹp', 'POS')]"
vẫn hơi lung lay,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'hơi lung lay')]","[('<IA>', 'hơi lung lay', 'NEG')]"
không chắc chắn lắm,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'không chắc chắn lắm')]","[('<IA>', 'không chắc chắn lắm', 'NEG')]"
"đeo cái đo vào chả có cảm giác j,",['đeo'],"[('đeo', 'NEG')]","[('đeo', 'chả có cảm giác j,')]","[('đeo', 'chả có cảm giác j,', 'NEG')]"
"sản phẩm nhìn có vẻ tốt,",['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'nhìn có vẻ tốt,')]","[('sản phẩm', 'nhìn có vẻ tốt,', 'POS')]"
nó hơi dày quá,['nó'],"[('nó', 'NEG')]","[('nó', 'hơi dày quá')]","[('nó', 'hơi dày quá', 'NEG')]"
nội dung rất hay.,['nội dung'],"[('nội dung', 'POS')]","[('nội dung', 'rất hay.')]","[('nội dung', 'rất hay.', 'POS')]"
2 cuốn sách hay nhất,['2 cuốn sách'],"[('2 cuốn sách', 'POS')]","[('2 cuốn sách', 'hay nhất')]","[('2 cuốn sách', 'hay nhất', 'POS')]"
Nấu nước nhanh.,['Nấu nước'],"[('Nấu nước', 'POS')]","[('Nấu nước', 'nhanh.')]","[('Nấu nước', 'nhanh.', 'POS')]"
Nhỏ gọn tiện,[],[],[],[]
sách chất lượng rất tốt.,['sách chất lượng'],"[('sách chất lượng', 'POS')]","[('sách chất lượng', 'rất tốt.')]","[('sách chất lượng', 'rất tốt.', 'POS')]"
mình rất hài lòng,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'rất hài lòng')]","[('<IA>', 'rất hài lòng', 'POS')]"
"Sản phẩm nhận được không đúng với chào bán,",['Sản phẩm nhận được'],"[('Sản phẩm nhận được', 'NEG')]","[('Sản phẩm nhận được', 'không đúng với chào bán,')]","[('Sản phẩm nhận được', 'không đúng với chào bán,', 'NEG')]"
quá thất vọng với shop,['shop'],"[('shop', 'NEG')]","[('shop', 'quá thất vọng')]","[('shop', 'quá thất vọng', 'NEG')]"
Tiki giao hàng tốc độ chóng mat luôn,['Tiki giao hàng'],"[('Tiki giao hàng', 'POS')]","[('Tiki giao hàng', 'tốc độ chóng mat luôn')]","[('Tiki giao hàng', 'tốc độ chóng mat luôn', 'POS')]"
"đóng gói rất cẩn thận,",['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'rất cẩn thận,')]","[('đóng gói', 'rất cẩn thận,', 'POS')]"
bìa sách đẹp.,['bìa sách'],"[('bìa sách', 'POS')]","[('bìa sách', 'đẹp.')]","[('bìa sách', 'đẹp.', 'POS')]"
nội dung thì mình mới doc được mấy trang nhưng thấy rất gần gũi,['nội dung'],"[('nội dung', 'POS')]","[('nội dung', 'rất gần gũi')]","[('nội dung', 'rất gần gũi', 'POS')]"
song.Hài lòng vô điều kiện,[],[],[],[]
"sp mat na dung rat mat va nong ,thay rat binh thuong khong mem da",['dung'],"[('dung', 'NEG')]","[('dung', 'rat mat va nong ,thay rat binh thuong khong mem da')]","[('dung', 'rat mat va nong ,thay rat binh thuong khong mem da', 'NEG')]"
Sữa thơm ngon.,['Sữa'],"[('Sữa', 'POS')]","[('Sữa', 'thơm ngon.')]","[('Sữa', 'thơm ngon.', 'POS')]"
Bé rất thích.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'rất thích.')]","[('<IA>', 'rất thích.', 'POS')]"
"tiki đang giảm giá,","['giá,']","[('giá,', 'POS')]","[('giá,', 'giảm')]","[('giá,', 'giảm', 'POS')]"
mua ở coopmart tận 849k.,['mua ở coopmart'],"[('mua ở coopmart', 'NEG')]","[('mua ở coopmart', 'tận 849k.')]","[('mua ở coopmart', 'tận 849k.', 'NEG')]"
hâm nóng thức ăn rất tuyệt vời!,['hâm nóng thức ăn'],"[('hâm nóng thức ăn', 'POS')]","[('hâm nóng thức ăn', 'rất tuyệt vời!')]","[('hâm nóng thức ăn', 'rất tuyệt vời!', 'POS')]"
mở ra nóng hôi hổi,[],[],[],[]
đáng đồng tiền,[],[],[],[]
"Giao hàng nhanh,",['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh,')]","[('Giao hàng', 'nhanh,', 'POS')]"
"đóng gói cẩn thận,",['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận,')]","[('đóng gói', 'cẩn thận,', 'POS')]"
hàng giống như mô tả,['hàng'],"[('hàng', 'POS')]","[('hàng', 'giống như mô tả')]","[('hàng', 'giống như mô tả', 'POS')]"
"Màu sắc đẹp, rõ ràng sắt nét.",['Màu sắc'],"[('Màu sắc', 'POS')]","[('Màu sắc', 'đẹp, rõ ràng sắt nét.')]","[('Màu sắc', 'đẹp, rõ ràng sắt nét.', 'POS')]"
Bé nhà mình khá thích.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'khá thích.')]","[('<IA>', 'khá thích.', 'POS')]"
Mình mua giá 46k999,[],[],[],[]
"kính rất dày,",['kính'],"[('kính', 'POS')]","[('kính', 'rất dày,')]","[('kính', 'rất dày,', 'POS')]"
"đúng như hình,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'đúng như hình,')]","[('<IA>', 'đúng như hình,', 'POS')]"
không bị hạn chế cảm ứng,['cảm ứng'],"[('cảm ứng', 'POS')]","[('cảm ứng', 'không bị hạn chế')]","[('cảm ứng', 'không bị hạn chế', 'POS')]"
"Quá trình tháo lắp mất chừng 30 phút,",['tháo lắp'],"[('tháo lắp', 'NEU')]","[('tháo lắp', 'mất chừng 30 phút,')]","[('tháo lắp', 'mất chừng 30 phút,', 'NEU')]"
ổ cứng SSD này chạy nhanh hơn hẳn.,['chạy'],"[('chạy', 'POS')]","[('chạy', 'nhanh hơn hẳn.')]","[('chạy', 'nhanh hơn hẳn.', 'POS')]"
Tốc độ khởi động MacOS mất chừng 1 phút so với 3 phút trước kia.,['Tốc độ khởi'],"[('Tốc độ khởi', 'POS')]","[('Tốc độ khởi', 'MacOS mất chừng 1 phút so với 3 phút trước kia.')]","[('Tốc độ khởi', 'MacOS mất chừng 1 phút so với 3 phút trước kia.', 'POS')]"
"Mặt nạ cấp ẩm rất tốt,",['cấp ẩm'],"[('cấp ẩm', 'POS')]","[('cấp ẩm', 'rất tốt,')]","[('cấp ẩm', 'rất tốt,', 'POS')]"
dùng siêu thích.,['dùng'],"[('dùng', 'POS')]","[('dùng', 'siêu thích.')]","[('dùng', 'siêu thích.', 'POS')]"
"Cám ơn shop,",[],[],[],[]
cám ơn Tiki,[],[],[],[]
"mua tặng cho mẹ và mẹ rất thích,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'thích,')]","[('<IA>', 'thích,', 'POS')]"
vừa tiện lợi là dễ vệ sinh,['vệ sinh'],"[('vệ sinh', 'POS')]","[('vệ sinh', 'tiện lợi là dễ')]","[('vệ sinh', 'tiện lợi là dễ', 'POS')]"
Tốc độ như mô tả,['Tốc độ'],"[('Tốc độ', 'POS')]","[('Tốc độ', 'như mô tả')]","[('Tốc độ', 'như mô tả', 'POS')]"
giao hàng nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
đóng gói cẩn thận.,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận.')]","[('đóng gói', 'cẩn thận.', 'POS')]"
